id,user_bg_color,user_followers,text,user_description,created,user_location,coordinates,id_str,user_name,user_created,retweet_count,geo
375,709397,481,#GoHeels #nationalchampionship #getintoit,,2017-04-04T01:14:22,,,849067588776845314,Ryan_Cobb,2009-07-07T16:59:41,0,
376,9266CC,2751,Let's get it Gonzaga #NationalChampionship,Cold Heart 🖤| IG: _special_rose| SC: rosa.kiss| Ga State Alum #Falcons #Lakers,2017-04-04T01:14:23,Soufside ATL ,,849067590366507008,_Special_Lady,2010-10-12T19:56:43,0,
377,C0DEED,152,This is what we did in high school. How is it still relevant? https://t.co/8qMD5mD9MK,,2017-04-04T01:14:23,,,849067589934428161,dsell_18,2014-11-14T02:41:48,0,
378,FFFFFF,4229,"#UNC getting HYPE before the #NationalChampionship 

https://t.co/nnWwFwQxq6",Official Sports Channel for @DefPen,2017-04-04T01:14:23,"Brooklyn, NY",,849067590421028865,DefPenSports,2013-06-17T02:10:38,0,
379,131516,404,Everyone underestimating the Dawgs when they have much better defense and can shoot the 3 - Gonzaga 78 UNC 73 #MarchMadness,Work in sports. Live tweeter of The Bachelor and much more. I'm just having fun with it. VIVA. 🇮🇪,2017-04-04T01:14:23,Seekonk // Tampa,,849067591037591553,Mike_OHalloran,2009-09-13T23:51:55,0,
380,C0DEED,134,"TY @CBSSports &amp; @NCAA 4 showing the #FinalFour &amp; #NationalChampionship on network tv &amp; not cable! I know it's about 💰, but it's still nice.",Pragmatist. Deliberative. Naive Idealist. Black and White. Provider to a harem. Reconciled. Not there yet.,2017-04-04T01:14:23,Halfway to Home,,849067591113072642,jkeevenmoran,2013-11-26T00:13:00,0,
381,C0DEED,129,Let's get it Tar Heels. It's go time fellas. #NationalChampionship,West Allis Tennis 🎾,2017-04-04T01:14:23,,,849067591243051008,Paddock_42,2014-09-10T23:55:25,0,
382,C0DEED,3314,Let's go UNC!!!! #NationalChampionship,"6-time World Champions with the best ever single season + playoff record of 87-13 and home to the Greatest Player Of All Time, Michael Jordan.",2017-04-04T01:14:23,Republic of the Philippines,,849067591452811269,BullsNationPH,2013-07-17T04:42:35,0,
383,C0DEED,319,76-74.  #UNC wins.  #nationalchampionship,#Islam #AhlulBayt,2017-04-04T01:14:23,"Michigan, USA",,849067592744673283,berro2305,2009-04-06T10:27:57,0,
384,C0DEED,861,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/54GBiSqsKf,DVU'20 SNPGD™ |LackofWorries🎈|,2017-04-04T01:14:23,,,849067593096888320,DistrictxCinco,2014-05-23T04:10:56,0,
385,C0DEED,336,Ya es tiempo a darle con el #nationalchampionship voy UNC,"Chargers, Thunder, Padres, Aztecs. Divina Decadencia...",2017-04-04T01:14:23,Pantitlan,,849067593042452481,chargericardo,2011-02-09T01:10:41,0,
386,C0DEED,44,#NationalChampionship GO ZAGS!!!,,2017-04-04T01:14:23,"Seattle, WA",,849067593453502465,malfonzo206,2009-03-04T21:55:52,0,
387,000000,934,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/0cgkN4l6yD,somewhere building chakra,2017-04-04T01:14:24,INSIDE ,,849067595533832193,ThottyTimmy,2014-04-17T01:55:51,0,
388,C0DEED,2067,Nice job singing the #NationalAnthem #nationalchampionship 🇺🇸,"InstrumentTech,Father of 2, Army/NavyVeteran,Hunting,Fishing,Labrador Retrievers,NASCAR,Orioles,Ravens, NASA,Ranger Boats",2017-04-04T01:14:24,Elkton MD Head of the Bay,,849067597798756356,GFD_63,2012-02-26T15:15:11,0,
389,9AE4E8,4748,The land of the #FREE. The biggest game is on the stage. I love this game. #basketball  #FinalFour #marchmadness,#Author | #BizWiz | #LifeCoach | #Speaker | #Faith  Driven | #Podcaster | #Realtor | I help you transition to or through.  Everyday is Thanksgiving!,2017-04-04T01:14:25,United States,,849067598331486209,NichelleWomack,2012-02-21T23:38:23,0,
390,FFFFFF,2017,Let's go Gonzaga!@ZagMBB #MarchMadness,Journalist/Media Consultant/Holistic Health Coach,2017-04-04T01:14:25,,,849067598465695745,LaurenBCohn,2010-02-12T14:59:37,0,
391,C0DEED,201,I'm so old I remember when the bb national championship was in a bb arena #nationalchampionship #Zags,Poorly drafted musings purposefully unoriginal with gravy on the side.,2017-04-04T01:14:25,"Valentine, South Dakota",,849067598675357696,RobNickJo,2009-04-05T02:07:06,0,
392,F5F8FA,160,but who's that guy doing the sign language for the national anthem?!?!!!😩 #nationalchampionship,cheerville || mhms '19,2017-04-04T01:14:25,tennessee,,849067599401013250,sloansimerkaa,2016-02-23T22:06:41,0,
393,3B94D9,209,#TarHeelNation #ZagNation for the #nationalchampionship One of the greatest events in sports is about to tip.,Sports is the toy department of life : Howard Cosell,2017-04-04T01:14:25,"Ishpeming, MI",,849067600478908416,Lions247and365,2010-01-11T19:29:27,0,
394,C0DEED,247,Go zags! https://t.co/MvRFwzozcL,Austin HS 📍,2017-04-04T01:14:25,TX,,849067600378286081,j0shuaj0nes,2014-12-25T01:33:06,0,
395,C0DEED,215,Who's winning it all?🏀🏀#NCAAChampionship #NationalChampionship,University of Central Arkansas Track & Field,2017-04-04T01:14:25,,,849067601309446146,Jay_da_man16,2013-12-26T15:19:42,0,
396,030005,987,#GoHeels #NationalChampionship,go wild for awhile •snapchat:cancanreed• •Instagram:cancanreed24•,2017-04-04T01:14:25,"Hickory, NC",,849067601523245056,cancanreed24,2009-06-23T21:55:17,0,
397,C0DEED,44,So can North Carolina finally reach the roof!? #nationalchampionship,"Regional Manager PMA USA, VT '07, go Hokies!",2017-04-04T01:14:26,Pembroke Va,,849067602743881732,osbornejeff10,2012-09-20T12:40:44,0,
398,131516,297,That brother sang the hell out of the National Anthem 🏀 #NationalChampionship,,2017-04-04T01:14:26,Where I am supposed 2 B ,,849067603029000193,natdog1105,2012-01-26T01:32:45,0,
399,C0DEED,2783,When a broke nigga take you to a game https://t.co/T2uqBrFH5m,🍕no booking info snapcash me $5 brownsugax0🍕,2017-04-04T01:14:26,"District of Columbia, USA",,849067603641475073,kiadk_,2013-09-26T22:54:14,0,
400,F5F8FA,170,#nationalchampionship #goheels,7️⃣1️⃣7️⃣| #FamilyFirst | Philippians 4:13| #blessed 🙏🏻 | #Raiders ☠️ |#justwinbaby | #raidernation ☠️ | #MMA | #NHLBruins | #NDFootball 🍀🏈 | #UNCBBall |,2017-04-04T01:14:26,"Harrisburg, PA",,849067604425789440,t_sop11,2016-09-01T12:09:49,0,
401,C0DEED,897,#NationalChampionship 👀,United States Air Force • Vegas,2017-04-04T01:14:26,snap: brandonreid9,,849067605470179328,ReidBrandon9,2013-08-21T15:36:54,0,
402,C0DEED,304,Lets get it!!! #NationalChampionship #MarchMadness,Joshua 1:9,2017-04-04T01:14:26,Liverpool FC #YNWA,,849067606384529408,MiddleNameRyan,2012-05-17T03:47:21,0,
403,C0DEED,110,"As a @LoyolaMarymount alum/athlete, I'm all in on @ZagMBB. Go get 'em boys, do it for the #WCC. #nationalchampionship #MarchMadness2017","A San Franciscan in Hermosa Beach, and a proud citizen of the great Golden State of California. Politics, Bay Area sports, and The Dead.",2017-04-04T01:14:27,"Hermosa Beach, CA",,849067606967558148,davidmlipinski,2015-11-22T00:45:33,0,
404,000000,208,#CBS  #NationalChampionship #Madness #Gonzaga #NorthCarolina Phony!,"I have no idea what I want to be when I grow up  ...if i even want to ""pretend"" to be a grownup at all ....",2017-04-04T01:14:27,,,849067607097565189,sethrow991,2013-04-14T18:57:19,0,
405,C0DEED,227,Yup. Just got emotional listening to the National Anthem at the NCAA #nationalchampionship. 🇺🇸,"I'm not your mom, I'm just your Oppermom. Phil. 4:13. Rocking the @ArizonaLutheran music department since 2013.",2017-04-04T01:14:27,Somewhere w/ Carmen Sandiego,,849067608372654080,CrazyMzO,2014-02-11T18:49:42,0,
406,C0DEED,42,#NationalChampionship a rare standout national anthem. Great stuff to set the stage,,2017-04-04T01:14:27,,,849067609291190272,draloysius,2009-03-13T02:13:43,0,
407,131516,798,Ready to see UNC get taken down by the Catholic school underdog tonight. Go Zags. #NationalChampionship 🏀,"Not stupid enough to be entertaining, but smart enough to not say anything intelligent. Ball State alum. Colts and Cubs lifer. Very okay joke teller. FTK. Viva.",2017-04-04T01:14:27,"Carmel, IN",,849067609488228353,ZMBrown14,2010-12-29T05:07:48,0,
408,1A1B1F,220,Let's go Gonzaga! Get that #NationalChampionship #UnitedWeZag https://t.co/Nxrs5vMSVt,"I can't say this is exactly how it happened, but this is how it felt",2017-04-04T01:14:27,"St Paul, MN",,849067609484120068,chelsieclemens,2009-02-20T19:19:05,0,
409,ACDED6,209,"Alright. Time to find out if I lose this bracket by 2, or just lose. So frustrating. #NationalChampionship",My life is a beautiful disaster. And I wouldn't trade one single second of it.,2017-04-04T01:14:27,,,849067609815486464,karlybird23,2011-09-08T00:18:56,0,
410,0099B9,13647,I love it when military people sing the  national anthem &amp; kill it! Nice job #nationalchampionship,"CREATOR of the Mental Game All-Star Summit WIN your Game- LOVE Your Life! #Speaker, Performance Coach, Stress-Buster, Baseball, Leadership Family ChristFollower",2017-04-04T01:14:27,"Nashville, TN",,849067610125869062,GinaParris,2008-07-09T12:42:58,0,
411,F5F8FA,26,Now that's a National Anthem to start the finale of @marchmadness!,COMING SOON - Podcast hosted by @richmondweaver exploring the latest sports headlines with provocative discussions and how sports influence our lives.,2017-04-04T01:14:27,"Greenville, SC",,849067610364936193,richtakesports,2017-03-03T01:13:38,0,
412,131516,243,#nationalchampionship,Flint Kid now in the Heart of Texas,2017-04-04T01:14:27,"Dallas, TX",,849067610759147521,AKidNamedTate,2009-06-17T06:17:41,0,
413,2E1205,1576,"Amazing anthem, sailor! #nationalchampionship 🙌","Social media, media relations, sailing, sunrise photos and smiles. I live on an island in Rhode Island. The opinions here are my own.",2017-04-04T01:14:28,"Jamestown, RI",,849067611962920960,newenglandsarah,2010-05-10T03:59:58,0,
414,C0DEED,299,This championship game bout to find me 😈🏀 #marchmadness,Ghs'19 🤘🏼,2017-04-04T01:14:28,"Kissimmee, FL",,849067612315275270,begreatdavien_,2014-08-06T01:41:08,0,
415,FFFFFF,605,Go Heels!! Jim Halpert's alma mater. 😍🐑🏀⛹🏻 #theoffice #unc #marchmadness #tarheels #ncaa… https://t.co/e6ZuHm74f3,,2017-04-04T01:14:28,,,849067613007355905,mckaycameron,2009-02-07T01:10:17,0,
416,000000,233,#UnitedWeZag https://t.co/kbFFlrC86N,,2017-04-04T01:14:28,"Grand Junction, CO",,849067612344594432,jahnks24,2011-07-01T21:22:44,0,
417,F5F8FA,6,Let's go UNC! https://t.co/oDIkk6y38w,I know all of you that I follow. Love you family!,2017-04-04T01:14:28,"Sublette, KS",,849067613187706881,Jordan_McVey33,2017-04-03T02:53:28,0,
418,F5F8FA,121,"Remember, we are all Spokane for the evening #Zags #NationalChampionship","IU Class of 2020 | BTNStudentU | WIUX ""Pregame"" every Friday 7-8 P.M. | Crimson Quarry | likes to recycle | Email: MTilka@umail.iu.edu",2017-04-04T01:14:29,United States,,849067615167406082,MichaelTilka4,2017-01-04T20:44:32,0,
419,022330,149,Someone get that man on a track. #MarchMadness #Championship #NationalAnthem,Producer. Director. Videographer. Photographer. Open-Minded.,2017-04-04T01:14:29,,,849067615326785537,Galante_Time,2011-10-31T04:23:45,0,
420,C0DEED,160,#UnitedWeZag #NationalChampionship,BGSU Alum #RollAlong,2017-04-04T01:14:29,"Grove City, OH",,849067615955947522,FUGA02,2011-04-05T01:13:08,0,
421,F5F8FA,111,Let's get that trophy boys 🐑👣 #GDTBATH #goheels #NationalChampionship,,2017-04-04T01:14:29,,,849067616794796036,_semajj_,2016-08-12T19:25:42,0,
422,131516,918766,Roy Williams says Joel Berry is still dealing with ankle injuries. #NationalChampionship https://t.co/h16k6iuDJC,The official NCAA March Madness destination for all things Division I NCAA Men's Basketball. #MarchMadness,2017-04-04T01:14:29,"Indianapolis, IN",,849067617029689344,marchmadness,2010-10-14T00:27:19,0,
423,000000,437,Gonzaga 🙌 #nationalchampionship,"What you see is not always what you get.
#TeamFiji  🇫 🇯. 🇫🇯",2017-04-04T01:14:29,"California, USA",,849067617319100416,679JANE,2009-04-28T12:04:26,0,
424,2F98CC,1139,Gonzaga beating UNC will make me a very happy person #NCAAChampionship #MarchMadness,CCU | @Pelicanbaseball,2017-04-04T01:14:29,South Carolina,,849067617289728002,Katelyn_Beaty,2011-09-18T23:57:25,0,
425,C0DEED,452,#nationalchampionship #goheels #getintoit,UNC '21,2017-04-04T01:14:29,,,849067618560561152,Kyle_Sholes,2013-04-09T19:31:40,0,
426,EDECE9,223,Hoping Roy Williams keeps his record against small private schools perfect here #marchmadness @ZagMBB @UNC_Basketball,"Director Training and Education, CSC",2017-04-04T01:14:29,"Austin, TX",,849067617612693505,fasteddie111,2012-03-12T00:19:58,0,
427,DDC1EB,250,"#NationalChampionship 🏀😮
#OneShiningMoment
#BetterThanChristmas",,2017-04-04T01:14:29,"Lethbridge, AB Canada",,849067619093237762,Sheggie2,2012-01-10T06:09:31,0,
428,C0DEED,1344,NOW THATS HOW YOU SHOULD PREFORM THE NATIONAL ANTHEM 👏👏👏 #NationalChampionship,24 | Fifa God | #HeatNation | #team350z,2017-04-04T01:14:29,"Miami, FL",,849067619101675520,kingmattg,2012-07-08T21:30:47,0,
429,C0DEED,135,Let's go #unc #NorthCarolina #tarheels #marchmadness #NCAAChampionship,"I am a sports loving, laid back guy who loves to laugh. I am a huge NFL and NBA fan (Bengals and Lakers). I also love all comedies including stand up.",2017-04-04T01:14:30,"Cincinnati, OH",,849067619663663104,gtepe8,2009-08-13T18:07:24,0,
430,C0DEED,319,Tar Heels #NationalChampionship,Nashoba 18,2017-04-04T01:14:30,,,849067619802075138,j3mcnulty3,2014-09-29T00:20:24,0,
431,C0DEED,544,🐑🐑🐑. #NationalChampionship #GoHeels !!!!,Rest in paradise Josh I love and miss you bro #LongLiveMKJordan5,2017-04-04T01:14:30,,,849067619588157441,MKJordan9,2015-04-22T02:53:17,0,
432,B2DFDA,419,"#marchmadness

Gonzaga/UNC u155 -121","We strive to provide valuable info, tips, trends and picks. Main focus right now is NHL and MLB. Become a VIP member. DM for picks.",2017-04-04T01:14:30,,,849067620020215808,SportsPixGuru,2013-06-26T03:52:01,0,
433,C0DEED,1143,Now THAT'S​ a proper singing of our National Anthem. 🇺🇸 #nationalchampionship,"Race Fan: #Indy500Every race since 1977 (40) /
Futebol Fan: #Arsenal /
#MotoGP & #F1 fan /
#ClassicCars",2017-04-04T01:14:30,Chicago (Aurora) IL - USA,,849067620150255617,IMS_CatntheHat,2013-03-31T19:18:38,0,
434,C0DEED,424,Next up...who will win it all tonight? Zags or Tar Heels? Got to go with the Zags so Jake wins his  pool #marchmadness,"I love to inspire, motivate, and help others live a healthy life!",2017-04-04T01:14:30,"Reisterstown, MD",,849067620188008453,bb_coachrob,2012-03-07T00:29:21,0,
435,000000,2439,"Chegando a hora da final do College Basketball! Gonzaga contra North Carolina, daqui a pouco na ESPN. #NationalChampionship","Perfil dedicado às principais notícias do futebol americano, além de alguns pitacos sobre basquete, hóquei, beisebol e muito mais.",2017-04-04T01:14:30,Brasil,,849067620892643328,FalseStartBR,2010-05-10T16:24:54,0,
436,C0DEED,489,This is what college basketball is all about! #nationalchampionship,UNL Bracketology | Joshua 1:9,2017-04-04T01:14:30,"Lincoln, NE",,849067621085573120,JaredOnnen,2011-10-27T20:45:51,0,
437,C0DEED,1069,It's time! #NationalChampionship #UnitedWeZag,Writes pithy words on criminal justice reform. Former @EWUEagles microbe farmer turned policy junkie. Springfield Armory aficionado. Opinions my own.,2017-04-04T01:14:30,"Austin, TX",,849067621639213057,HaugenATX,2013-11-14T03:31:44,0,
438,131516,657,#GoHeels #NationalChampionship,Just Do You ! Lutheran '17 !,2017-04-04T01:14:30,,,849067621660200960,zachshearer_,2011-05-19T12:24:27,0,
439,131516,458,LETS GO!!!!!!!!!!!🐑🐑 https://t.co/j0YGdoRtIO,Enjoying life with a smile,2017-04-04T01:14:30,Northern Va,,849067622113169408,RichieeSmithh,2010-09-05T21:51:39,0,
440,642D8B,593,GO GONZ #nationalchampionship,Dennis is my true BFF | the Kansas Jayhawks | drinking sonic Dr pepper | prob w: kels | Matthew 10:33 | photographer | NY Giants I,2017-04-04T01:14:30,The PHOG-- Pay Heed,,849067622247407616,RdrReed,2012-09-20T21:07:06,0,
441,000000,46,#nationalchampionship,,2017-04-04T01:14:30,,,849067622784266241,Nicolemax20,2017-03-13T22:29:42,0,
442,C0DEED,701,Jim Nantz's tie is on the line; let's tip it off! #NationalChampionship,Student @UTKnoxville. Writer @FTRSBlog and @RockyTopTalk. Barstool Sports Tennessee Campus Viceroy @BarstoolTenn. #Vols #GaTech #Braves #Falcons #Hawks,2017-04-04T01:14:30,404 - 615 - 865,,849067623035916288,ConnerKAllDay,2012-05-27T15:57:12,0,
443,000000,731,Killed it. Awesome job on the anthem!! ❤🇺🇸 #NationalChampionship,I am CEO of Domestic Operations at Benedict Enterprises & I like to chat. A LOT.,2017-04-04T01:14:30,Gateway to the Mountains,,849067623031689216,2CleanOrNot2,2009-09-27T12:58:15,0,
444,C6E2EE,512,I did a #marchmadness bracket completely based on which team in each game had the best mascot and this was the resu… https://t.co/p4w6j6KR8O,"Union University Alumni. Tennessee Volunteer Football. The Outdoors. Life's a Garden, Dig It.",2017-04-04T01:14:30,,,849067623245598724,Jordan_Tal,2010-08-31T20:19:29,0,
445,C0DEED,793,That was one finely performed National Anthem. #nationalchampionship #USNavy,"Sportsman-Conservationist, Skipper, Husband, Dad, Grandad, Regular Denizen of Southeastern CO",2017-04-04T01:14:31,,,849067624470384640,rickenstrom,2012-05-25T21:50:45,0,
446,000000,188,Nobody sings it better then a man in uniform #starspangledbanner #NCAAChampionship @marchmadness,"Manager w/Ohio State University 
Count your Blessings, Not your Problems Instagram: LIZZMORR",2017-04-04T01:14:31,Powell OH,,849067624432586753,lee_bossy5,2015-01-13T18:14:18,0,
447,091304,131,Let's go Heels. #NationalChampionship #GetIntoIt #UNCBall,I can do all things through him who gives me strength. Philippians 4:13,2017-04-04T01:14:31,"Grand Rapids, MI",,849067624763994113,Noorm05,2010-10-12T17:59:20,0,
448,131516,1485,National Championship game! Let's go Gonzaga! #nationalchampionship,"Coach for the Glenbard South Special Ed Basketball team. Electrician for Wrigley Field. Loving son, brother, friend, coach, and boyfriend. -FJL 🇺🇸🇮🇹🏀⚾🏈🏒⚽",2017-04-04T01:14:31,"Chicago, IL",,849067625539883008,FrankieLaVere,2011-09-20T23:31:04,0,
449,F5F8FA,206,TAR! HEELS! TAR! HEELS! 💙💙💙  #NationalChampionship,PHS & RBC'17 🙌 | VCU'21 💛,2017-04-04T01:14:31,"Petersburg, VA",,849067625363767296,Aye_Kaaaaay,2016-05-29T11:16:37,0,
450,EDECE9,562,Tonight is a night I need live television. #marchmadness,sinner and saint.,2017-04-04T01:14:31,"Texas, USA",,849067625841917952,akveach,2010-11-26T20:28:46,0,
451,FFFFFF,8358,Let's go Zags! #nationalchampionship,"Beware,I swear a lot! NRA Member. Storage Wars Super Fan. Pro-USA pro-Military #Levinite Reagan Revolutionary #MiloHasTheLaughLast",2017-04-04T01:14:31,I'm just a girl in the world,,849067626047438848,SBSportsDiva,2009-04-01T03:54:13,0,
452,FCEBB6,298,MERICA 🇺🇸 #NationalChampionship,"If a man does not have the sauce, then he is lost. But the same man can be lost in the sauce.",2017-04-04T01:14:31,"Kingston, Ontario, Canada",,849067626986864641,Dick_Seven,2012-09-18T19:43:26,0,
453,C0DEED,234,Let's do it this last time this year! #GoHeels  #bring it home #nationalchampionship,,2017-04-04T01:14:31,,,849067627599343616,kluttzmom,2012-02-26T03:38:44,0,
454,000000,313,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/3g8nxEUko2,Trust the Process,2017-04-04T01:14:32,"New Jersey, USA",,849067627666440193,StephenAltman35,2011-10-05T01:52:24,0,
455,C6E2EE,137,#Lmao https://t.co/7j50ejLuVe,"Golfing, North Dakota Fighting Sioux Hockey, New York Yankees, Toronto Maple Leafs",2017-04-04T01:14:32,Grand Forks,,849067627645370373,tjksports,2011-04-11T01:41:52,0,
456,131516,591,The Zags will win the #NationalChampionship #UnitedWeZag https://t.co/GWyftuxpBO,OF '17,2017-04-04T01:14:31,"Olmsted Falls, OH",,849067627448283140,Mberg1717,2012-10-01T01:24:37,0,
457,C0DEED,68,#nationalchampionship #NationalAthem 100 times better,U.S Army Veteran,2017-04-04T01:14:32,Seattle Wa,,849067628446584832,BrooksKlvn,2013-12-01T22:41:57,0,
458,C0DEED,555,LET'S GO HEELS BABY!!! #NationalChampionship,Living the life of a Navy kid 🇺🇸🇺🇸,2017-04-04T01:14:32,"Yokosuka-shi, Kanagawa",,849067628945702913,dcwattman_30,2011-12-28T06:00:38,0,
459,C0DEED,37,"Turn up time!!
Let's did this @UNC_Basketball!
We will overcome! 
#marchmadness 
#FinalFour 
#nationalchampionship","A vampire who can roam freely in the daylight. Loves diversity, news, blondes, the outdoors and stimulating conversations.",2017-04-04T01:14:32,St. Louis MO,,849067629415469057,stldaywalker,2012-11-26T01:50:04,0,
